Member_number,Date,itemDescription
1732,29-05-2015,long life bakery product
3161,12-06-2015,frozen dessert
3094,06-10-2015,grapes
1585,07-01-2015,yogurt
1707,09-06-2015,whipped/sour cream
2467,09-06-2015,other vegetables
2143,12-02-2015,onions
2088,09-02-2015,pastry
2814,08-01-2015,yogurt
3940,09-03-2015,root vegetables
4177,15-06-2015,canned beer
4260,19-10-2015,whipped/sour cream
2169,01-11-2015,salty snack
1612,06-11-2015,frozen vegetables
1464,03-06-2015,dessert
3870,21-02-2015,yogurt
3253,20-06-2015,frozen fish
2784,13-11-2015,margarine
2548,11-11-2015,pork
4064,10-02-2015,coffee
2309,23-03-2015,yogurt
3104,13-05-2015,whole milk
2849,24-11-2015,yogurt
3461,26-06-2015,soda
1601,02-12-2015,soda
3701,15-04-2015,long life bakery product
3955,23-11-2015,root vegetables
4719,28-12-2015,whole milk
1690,21-08-2015,curd
1315,26-08-2015,rolls/buns
3772,18-02-2015,waffles
3797,16-09-2015,butter
3515,03-07-2015,rolls/buns
4163,13-03-2015,soda
1374,05-08-2015,rolls/buns
2775,07-01-2015,chicken
3937,25-04-2015,citrus fruit
3166,14-03-2015,UHT-milk
1805,09-06-2015,pork
2624,21-05-2015,specialty chocolate
4072,14-08-2015,canned beer
1794,17-09-2015,bottled beer
3673,27-08-2015,specialty bar
2696,02-09-2015,pip fruit
1991,09-12-2015,other vegetables
2321,26-01-2015,other vegetables
2636,19-05-2015,margarine
4721,06-07-2015,grapes
3051,09-02-2015,napkins
1705,20-07-2015,cream cheese 
4714,30-08-2015,specialty chocolate
1327,08-06-2015,instant coffee
4719,26-09-2015,specialty bar
3185,02-03-2015,pastry
3621,05-03-2015,other vegetables
3308,17-07-2015,soda
1915,07-08-2015,soda
2753,08-09-2015,cream cheese 
2792,24-10-2015,root vegetables
1723,08-12-2015,margarine
4398,08-11-2015,soda
4667,25-08-2015,cream cheese 
2691,05-02-2015,pip fruit
1636,05-12-2015,other vegetables
2681,02-05-2015,fruit/vegetable juice
3854,19-03-2015,shopping bags
2571,17-07-2015,sugar
3789,12-10-2015,salty snack
4119,15-04-2015,whole milk
3099,18-07-2015,whole milk
1213,07-02-2015,fruit/vegetable juice
2294,31-08-2015,ice cream
2149,23-05-2015,salty snack
4019,28-08-2015,sauces
4167,06-09-2015,condensed milk
2885,19-11-2015,bottled water
4706,23-11-2015,chocolate
3786,11-05-2015,zwieback
2019,18-02-2015,flour
4675,31-10-2015,pastry
4042,30-04-2015,citrus fruit
2102,14-02-2015,root vegetables
2240,01-12-2015,white bread
2151,16-07-2015,other vegetables
3878,24-07-2015,rolls/buns
4235,25-09-2015,bottled water
4817,20-12-2015,dishes
1992,28-08-2015,rolls/buns
3407,25-03-2015,tropical fruit
3668,22-10-2015,brandy
3500,21-07-2015,misc. beverages
1874,15-06-2015,pastry
1343,01-11-2015,specialty chocolate
3234,16-08-2015,tropical fruit
1430,27-10-2015,white wine
3772,27-09-2015,cake bar
2981,10-03-2015,whole milk
1287,28-01-2015,pip fruit
1500,08-03-2015,pasta
2193,14-04-2015,yogurt
1997,21-07-2015,white bread
4546,03-09-2015,whipped/sour cream
4736,21-07-2015,yogurt
1959,30-03-2015,specialty chocolate
1974,03-05-2015,specialty chocolate
2421,02-09-2015,margarine
1513,03-08-2015,other vegetables
1905,07-07-2015,butter
2810,08-09-2015,soda
2867,12-11-2015,citrus fruit
3962,18-09-2015,sliced cheese
1088,30-11-2015,domestic eggs
4976,17-07-2015,liquor
4056,12-06-2015,chewing gum
3611,13-02-2015,curd
1420,14-01-2015,newspapers
4286,08-03-2015,butter
4918,27-01-2015,spices
4783,22-10-2015,whole milk
3709,26-10-2015,pork
4289,08-10-2015,curd
1559,03-10-2015,semi-finished bread
2900,11-04-2015,whole milk
1905,21-02-2015,domestic eggs
3527,29-09-2015,dessert
1495,09-01-2015,packaged fruit/vegetables
3558,03-04-2015,rolls/buns
3128,20-04-2015,soda
1863,04-08-2015,UHT-milk
3841,19-07-2015,frozen vegetables
3903,06-10-2015,condensed milk
2658,16-10-2015,semi-finished bread
4272,06-06-2015,cream cheese 
1120,26-09-2015,tropical fruit
2676,15-08-2015,canned beer
1697,21-05-2015,beverages
2507,25-08-2015,coffee
4620,11-03-2015,semi-finished bread
3365,01-02-2015,whole milk
2978,05-06-2015,other vegetables
2910,28-07-2015,soda
1061,05-09-2015,Instant food products
3276,03-04-2015,frozen vegetables
1326,19-06-2015,condensed milk
3023,28-07-2015,yogurt
2185,11-10-2015,other vegetables
3552,16-06-2015,chewing gum
1967,20-01-2015,hard cheese
4708,20-03-2015,specialty bar
2874,15-02-2015,other vegetables
4177,13-04-2015,butter
1663,07-02-2015,whole milk
2632,02-03-2015,long life bakery product
1377,14-03-2015,fruit/vegetable juice
4162,22-12-2015,pip fruit
2270,01-07-2015,specialty bar
4829,03-11-2015,yogurt
3811,14-04-2015,whole milk
4766,29-09-2015,canned beer
2436,12-04-2015,liquor
3860,05-05-2015,specialty cheese
4875,12-05-2015,roll products 
1587,01-07-2015,hard cheese
4038,08-07-2015,newspapers
4750,21-09-2015,shopping bags
1199,10-12-2015,bottled water
1603,30-09-2015,whole milk
3111,31-01-2015,other vegetables
3894,13-12-2015,curd
1456,18-09-2015,specialty chocolate
2022,04-03-2015,hard cheese
2505,30-11-2015,whole milk
4851,20-12-2015,tropical fruit
4293,04-08-2015,cream cheese 
2775,06-11-2015,frozen vegetables
3693,18-02-2015,whole milk
1202,22-07-2015,semi-finished bread
3699,23-08-2015,brown bread
4152,15-04-2015,pip fruit
4155,26-01-2015,oil
4010,29-12-2015,brown bread
4389,20-10-2015,soft cheese
3746,17-08-2015,pip fruit
2560,17-05-2015,bottled water
1503,25-07-2015,fruit/vegetable juice
2555,23-12-2015,fruit/vegetable juice
3645,12-12-2015,bottled water
3886,11-09-2015,other vegetables
2932,20-03-2015,rolls/buns
1711,18-06-2015,white bread
4291,08-12-2015,chocolate marshmallow
1143,25-04-2015,sugar
4564,08-07-2015,nuts/prunes
3337,14-05-2015,waffles
4931,04-05-2015,pip fruit
2623,10-10-2015,margarine
4581,03-04-2015,onions
2635,11-06-2015,rolls/buns
1095,30-10-2015,domestic eggs
2990,23-05-2015,brown bread
2426,05-06-2015,tropical fruit
4555,07-11-2015,canned beer
3635,04-09-2015,brown bread
3058,18-05-2015,rolls/buns
4391,26-03-2015,tropical fruit
1306,23-06-2015,yogurt
1024,10-08-2015,other vegetables
1295,23-07-2015,dessert
1661,01-06-2015,pip fruit
4591,15-05-2015,yogurt
3169,14-06-2015,herbs
3915,21-05-2015,cream cheese 
1127,14-01-2015,margarine
4828,08-08-2015,salt
3683,10-06-2015,ice cream
1971,18-09-2015,frozen meals
3014,11-11-2015,napkins
3779,15-09-2015,berries
2489,04-05-2015,cake bar
3564,27-06-2015,coffee
4092,30-09-2015,butter
3221,13-01-2015,sweet spreads
1279,06-09-2015,rolls/buns
2581,22-08-2015,frozen meals
2295,25-02-2015,fruit/vegetable juice
4760,22-02-2015,dessert
3649,16-01-2015,yogurt
1075,19-11-2015,fruit/vegetable juice
3987,19-08-2015,domestic eggs
4106,25-08-2015,margarine
4338,24-06-2015,white bread
4166,06-11-2015,whole milk
1211,10-03-2015,yogurt
3954,21-01-2015,rice
3928,18-07-2015,bottled beer
3827,30-09-2015,tropical fruit
4699,08-02-2015,root vegetables
4747,08-06-2015,root vegetables
3028,09-06-2015,other vegetables
2851,16-03-2015,spread cheese
4417,25-02-2015,sugar
3822,07-03-2015,shopping bags
2288,31-05-2015,specialty bar
2184,30-06-2015,beef
1345,21-07-2015,napkins
4441,09-11-2015,hygiene articles
2540,16-02-2015,tropical fruit
1997,06-06-2015,processed cheese
2294,26-07-2015,bottled water
1523,28-03-2015,citrus fruit
3165,18-08-2015,herbs
4831,12-04-2015,whole milk
4073,02-11-2015,UHT-milk
3661,25-07-2015,white wine
2019,09-10-2015,white bread
1092,16-05-2015,other vegetables
4078,14-11-2015,newspapers
4753,21-06-2015,salty snack
1279,10-09-2015,citrus fruit
1012,19-11-2015,onions
2362,23-11-2015,candy
2789,06-02-2015,curd
3229,07-08-2015,frozen vegetables
1715,03-05-2015,frozen meals
4351,16-01-2015,whole milk
4397,27-06-2015,yogurt
3653,21-10-2015,pork
2730,10-11-2015,butter
4321,27-10-2015,rolls/buns
1086,17-11-2015,curd
1708,28-12-2015,pastry
4293,24-08-2015,soda
4524,22-04-2015,yogurt
3783,08-03-2015,soda
1460,24-06-2015,whipped/sour cream
2960,19-12-2015,yogurt
3442,12-10-2015,misc. beverages
4059,07-05-2015,curd
1822,03-03-2015,pip fruit
1584,10-07-2015,hygiene articles
1624,04-02-2015,fruit/vegetable juice
4877,06-11-2015,rum
1567,11-04-2015,shopping bags
2018,04-01-2015,coffee
1182,01-09-2015,whole milk
3401,02-08-2015,other vegetables
4547,18-01-2015,whole milk
3547,21-10-2015,meat
4831,06-04-2015,other vegetables
2851,01-01-2015,brown bread
3072,28-02-2015,yogurt
1398,15-04-2015,canned fruit
1779,28-10-2015,curd
1823,27-11-2015,curd
3360,14-11-2015,whole milk
1565,15-10-2015,tidbits
4321,08-05-2015,pip fruit
1293,05-03-2015,hard cheese
3331,25-07-2015,flour
2408,19-05-2015,dessert
2742,10-10-2015,onions
3934,01-05-2015,bottled beer
4742,22-06-2015,coffee
4405,22-07-2015,pastry
3229,25-03-2015,UHT-milk
2817,22-12-2015,chewing gum
2741,17-02-2015,waffles
3562,30-12-2015,shopping bags
4442,10-06-2015,whole milk
2022,05-02-2015,whole milk
4380,03-11-2015,bottled beer
3687,22-12-2015,coffee
2077,07-05-2015,coffee
3273,15-03-2015,butter
3736,27-11-2015,soda
3190,28-03-2015,yogurt
3295,28-07-2015,rum
3276,30-06-2015,canned beer
4405,06-01-2015,other vegetables
4266,31-07-2015,other vegetables
1372,25-06-2015,butter
1242,13-12-2015,pasta
4820,01-05-2015,chocolate
4702,08-11-2015,other vegetables
3687,16-07-2015,white bread
4115,20-03-2015,tropical fruit
2236,03-02-2015,root vegetables
1026,15-03-2015,dental care
2678,20-03-2015,fruit/vegetable juice
1934,04-08-2015,yogurt
3525,14-02-2015,oil
1354,29-11-2015,pastry
2782,09-04-2015,soda
4456,16-05-2015,other vegetables
4869,03-04-2015,flower (seeds)
2454,26-08-2015,soda
4222,20-08-2015,chocolate
1358,11-09-2015,yogurt
3393,15-02-2015,whole milk
1615,03-12-2015,whipped/sour cream
4734,12-07-2015,rolls/buns
4946,04-11-2015,coffee
2419,22-08-2015,pastry
4989,03-06-2015,rolls/buns
2961,27-05-2015,softener
2707,07-03-2015,shopping bags
2010,06-11-2015,specialty bar
1502,16-04-2015,yogurt
2600,29-04-2015,other vegetables
3603,30-01-2015,root vegetables
4352,14-04-2015,soda
1477,16-05-2015,liquor (appetizer)
4938,24-11-2015,other vegetables
2745,27-01-2015,butter milk
2738,09-11-2015,whole milk
4170,19-01-2015,yogurt
3776,17-05-2015,butter
1062,18-09-2015,butter
1546,03-01-2015,whipped/sour cream
2020,19-11-2015,pastry
2366,18-01-2015,whole milk
1107,03-01-2015,spread cheese
1407,29-07-2015,coffee
3718,26-02-2015,herbs
4808,26-07-2015,abrasive cleaner
2940,21-05-2015,root vegetables
3048,10-12-2015,pip fruit
3165,15-06-2015,butter milk
4306,28-12-2015,pastry
4302,05-11-2015,coffee
4516,29-03-2015,pip fruit
3582,31-03-2015,newspapers
1534,10-07-2015,bottled water
1844,24-07-2015,chewing gum
1218,05-07-2015,whole milk
4482,30-11-2015,yogurt
2574,11-12-2015,curd
2767,27-01-2015,other vegetables
2794,29-09-2015,margarine
4228,26-03-2015,bottled water
3062,08-06-2015,margarine
2365,21-06-2015,other vegetables
3775,07-07-2015,Instant food products
2232,06-05-2015,other vegetables
4156,03-08-2015,rolls/buns
3643,20-09-2015,sliced cheese
3470,04-10-2015,frozen meals
2602,11-12-2015,root vegetables
4796,10-06-2015,whole milk
3289,09-08-2015,yogurt
4470,31-03-2015,cream cheese 
2502,07-02-2015,berries
2205,07-03-2015,pastry
3201,21-01-2015,specialty chocolate
2882,25-06-2015,citrus fruit
2757,16-12-2015,other vegetables
3679,30-08-2015,other vegetables
2380,12-02-2015,rolls/buns
1825,06-10-2015,domestic eggs
2868,18-07-2015,beef
2709,20-08-2015,other vegetables
4585,16-07-2015,soda
2634,22-04-2015,other vegetables
4832,03-12-2015,ready soups
2032,28-07-2015,meat spreads
2061,27-12-2015,long life bakery product
2210,13-01-2015,rice
2346,05-08-2015,bottled beer
4315,26-04-2015,bottled water
4166,26-07-2015,butter
3907,25-10-2015,newspapers
2706,22-03-2015,detergent
2855,05-08-2015,frozen dessert
2074,10-04-2015,chocolate
2840,27-05-2015,canned beer
2247,31-05-2015,specialty bar
4063,14-07-2015,spices
4780,03-07-2015,beverages
1081,06-03-2015,whole milk
4843,02-03-2015,dessert
3246,27-08-2015,canned beer
4009,14-07-2015,yogurt
3697,03-10-2015,spread cheese
4579,29-10-2015,curd
3803,06-10-2015,newspapers
4108,21-07-2015,whole milk
1664,01-04-2015,curd
4179,06-03-2015,pickled vegetables
4172,18-02-2015,pastry
2851,17-02-2015,chewing gum
3385,22-06-2015,ice cream
1303,08-09-2015,canned fish
4487,22-01-2015,brown bread
2392,23-03-2015,whole milk
4218,03-10-2015,specialty fat
2891,02-07-2015,domestic eggs
4474,10-12-2015,sugar
4437,28-07-2015,butter milk
2648,08-11-2015,fruit/vegetable juice
1081,03-05-2015,bottled beer
3071,21-01-2015,domestic eggs
3409,20-05-2015,frozen vegetables
2768,01-01-2015,salt
3424,16-08-2015,yogurt
4610,19-04-2015,cream cheese 
3090,04-11-2015,berries
4585,01-05-2015,brown bread
4388,20-03-2015,tropical fruit
3751,01-01-2015,whole milk
2650,11-05-2015,coffee
2448,08-06-2015,root vegetables
2652,26-12-2015,soda
1385,19-11-2015,other vegetables
2960,31-08-2015,rolls/buns
2736,02-03-2015,processed cheese
1768,21-04-2015,rolls/buns
2002,20-10-2015,frozen vegetables
3046,18-11-2015,margarine
2284,18-03-2015,waffles
1708,18-09-2015,canned beer
1952,23-11-2015,tropical fruit
3497,08-09-2015,brown bread
1479,14-05-2015,rolls/buns
1237,09-04-2015,white bread
4353,24-08-2015,other vegetables
3528,18-08-2015,soda
2092,04-09-2015,rolls/buns
2514,02-11-2015,cake bar
4790,16-05-2015,dessert
1948,25-08-2015,dessert
3581,16-01-2015,yogurt
4778,26-03-2015,bottled water
2601,26-03-2015,whole milk
4678,31-03-2015,cling film/bags
3642,24-02-2015,rolls/buns
2957,19-09-2015,bottled beer
4585,28-09-2015,whole milk
3637,10-07-2015,salty snack
1353,09-02-2015,salty snack
3257,13-02-2015,dog food
2524,10-09-2015,dishes
2035,23-12-2015,prosecco
3658,26-09-2015,pip fruit
1901,29-11-2015,zwieback
3247,13-01-2015,spread cheese
4308,24-01-2015,detergent
1305,24-05-2015,whole milk
1011,09-12-2015,herbs
2234,29-07-2015,margarine
3744,08-12-2015,whole milk
2903,08-08-2015,soda
3036,12-07-2015,shopping bags
2465,27-12-2015,soda
1233,20-03-2015,soda
1366,29-05-2015,whole milk
3741,06-08-2015,shopping bags
2230,28-05-2015,other vegetables
1206,15-05-2015,soda
3690,24-04-2015,cake bar
3620,18-06-2015,onions
4759,20-02-2015,other vegetables
3543,11-10-2015,curd
2792,29-07-2015,sliced cheese
1929,10-07-2015,butter
2433,23-08-2015,rolls/buns
4941,15-01-2015,pickled vegetables
3547,07-10-2015,whole milk
1290,24-04-2015,margarine
4207,28-08-2015,dessert
2107,01-03-2015,margarine
3050,11-03-2015,soda
3814,21-07-2015,napkins
4875,13-09-2015,grapes
3691,08-08-2015,newspapers
2433,14-03-2015,chocolate
4757,09-01-2015,dishes
1407,29-04-2015,rolls/buns
4718,12-06-2015,curd
1240,14-04-2015,other vegetables
1792,15-08-2015,detergent
4486,09-11-2015,other vegetables
1757,15-06-2015,whipped/sour cream
2186,01-07-2015,other vegetables
3752,15-04-2015,root vegetables
3051,29-11-2015,fruit/vegetable juice
3688,23-10-2015,whole milk
4676,15-01-2015,other vegetables
2142,25-06-2015,curd
4939,29-06-2015,whole milk
1806,06-07-2015,root vegetables
1595,05-10-2015,other vegetables
2086,09-03-2015,pastry
4251,03-10-2015,yogurt
2689,30-04-2015,rolls/buns
2560,26-11-2015,fruit/vegetable juice
2393,17-04-2015,salty snack
1669,19-08-2015,vinegar
3500,21-04-2015,whole milk
1213,03-03-2015,dessert
4598,18-11-2015,whole milk
1404,03-05-2015,bottled water
1758,26-02-2015,yogurt
1265,07-03-2015,curd
1006,14-06-2015,chocolate
2779,17-10-2015,white bread
4457,03-09-2015,pasta
2532,06-07-2015,root vegetables
2811,23-02-2015,long life bakery product
4004,10-05-2015,pastry
1737,09-05-2015,instant coffee
3266,25-10-2015,coffee
4981,10-01-2015,brown bread
1934,06-08-2015,curd
2512,19-01-2015,soda
3400,04-03-2015,hard cheese
4301,01-05-2015,soda
2997,30-12-2015,rubbing alcohol
1098,05-08-2015,hard cheese
2208,30-07-2015,curd
3672,28-05-2015,canned beer
3651,24-01-2015,rolls/buns
3957,15-05-2015,processed cheese
2986,11-01-2015,bottled beer
4433,25-05-2015,waffles
3822,27-05-2015,chocolate marshmallow
4588,30-04-2015,soft cheese
2622,17-07-2015,pip fruit
2117,02-05-2015,whipped/sour cream
1780,12-07-2015,yogurt
3819,12-04-2015,packaged fruit/vegetables
1884,11-12-2015,coffee
2595,23-01-2015,dessert
3046,31-03-2015,bottled water
3228,26-01-2015,whipped/sour cream
2251,23-06-2015,napkins
2368,11-11-2015,bottled water
2573,03-01-2015,hard cheese
4701,30-04-2015,pasta
4384,25-05-2015,cream cheese 
1998,18-05-2015,rolls/buns
4583,23-02-2015,frozen dessert
2043,21-04-2015,bottled water
2201,22-05-2015,hygiene articles
3522,23-09-2015,whipped/sour cream
3922,28-08-2015,napkins
2636,11-09-2015,sliced cheese
1092,27-07-2015,Instant food products
2711,13-09-2015,chewing gum
3899,22-04-2015,margarine
4372,30-07-2015,other vegetables
4576,05-08-2015,whole milk
4953,10-10-2015,napkins
4692,27-10-2015,root vegetables
1170,12-11-2015,soda
2625,08-04-2015,yogurt
2394,30-08-2015,domestic eggs
4277,18-02-2015,rolls/buns
3170,17-01-2015,male cosmetics
2229,25-10-2015,shopping bags
2944,01-02-2015,yogurt
2582,06-03-2015,fruit/vegetable juice
1373,10-05-2015,frozen vegetables
1366,25-10-2015,bottled water
3469,10-05-2015,soda
4012,16-05-2015,frozen potato products
2031,26-02-2015,misc. beverages
2459,16-09-2015,onions
4377,23-02-2015,other vegetables
1534,13-08-2015,hygiene articles
2051,23-07-2015,ice cream
3430,26-01-2015,rolls/buns
1567,13-03-2015,bottled beer
2972,21-05-2015,house keeping products
1287,28-08-2015,ice cream
4776,08-08-2015,yogurt
2271,04-08-2015,whole milk
4657,15-08-2015,snack products
2344,14-04-2015,root vegetables
1482,06-07-2015,soda
1278,09-12-2015,butter
4831,13-11-2015,domestic eggs
1819,11-11-2015,pasta
2687,31-07-2015,fruit/vegetable juice
4468,24-03-2015,curd
4760,02-04-2015,root vegetables
2310,24-03-2015,frozen meals
3924,07-02-2015,bottled water
3517,11-12-2015,shopping bags
3164,30-09-2015,hygiene articles
3245,17-05-2015,coffee
2629,06-12-2015,frozen dessert
1347,15-09-2015,bottled water
1216,25-08-2015,bottled water
4636,10-04-2015,photo/film
1197,22-11-2015,packaged fruit/vegetables
1100,12-03-2015,butter milk
2054,15-12-2015,whole milk
3761,26-09-2015,margarine
4947,14-09-2015,soda
1032,15-06-2015,white bread
3353,14-08-2015,waffles
4466,20-08-2015,frozen vegetables
2081,22-01-2015,butter milk
2162,19-06-2015,curd
3719,17-12-2015,brown bread
3153,28-04-2015,pastry
4462,02-04-2015,newspapers
2420,27-09-2015,frozen potato products
3971,17-06-2015,zwieback
1611,26-02-2015,domestic eggs
1225,26-02-2015,whole milk
1554,21-05-2015,detergent
4624,27-11-2015,candy
3337,10-06-2015,chewing gum
2265,25-09-2015,domestic eggs
4999,24-01-2015,yogurt
4102,03-11-2015,rum
3853,04-07-2015,domestic eggs
2265,13-06-2015,whipped/sour cream
2452,11-08-2015,canned beer
2829,19-12-2015,margarine
3926,20-08-2015,curd
3960,21-10-2015,root vegetables
3980,16-09-2015,pastry
1116,29-01-2015,root vegetables
2663,21-10-2015,whole milk
2164,24-11-2015,pasta
3950,12-05-2015,whole milk
1252,13-04-2015,whole milk
4804,27-12-2015,rolls/buns
4041,07-09-2015,rolls/buns
1894,04-08-2015,citrus fruit
4977,20-08-2015,packaged fruit/vegetables
2171,03-09-2015,long life bakery product
3417,15-12-2015,sauces
1175,10-06-2015,white wine
4946,17-02-2015,yogurt
4662,27-06-2015,brown bread
2869,10-12-2015,whole milk
4053,22-03-2015,whole milk
4574,30-11-2015,rolls/buns
1110,15-11-2015,margarine
4700,04-03-2015,ketchup
2565,29-04-2015,butter milk
2468,13-03-2015,domestic eggs
4836,13-11-2015,other vegetables
3504,22-09-2015,whipped/sour cream
1333,03-04-2015,brown bread
4039,27-12-2015,bottled water
2077,15-05-2015,rolls/buns
3519,13-12-2015,rolls/buns
2989,30-01-2015,soda
3737,05-05-2015,pastry
3558,19-09-2015,other vegetables
3036,13-07-2015,whipped/sour cream
3180,03-07-2015,curd
2978,09-05-2015,UHT-milk
3985,23-10-2015,whipped/sour cream
4903,08-12-2015,salty snack
2835,09-10-2015,yogurt
3783,22-06-2015,soda
1486,14-12-2015,rolls/buns
4589,08-10-2015,beverages
1132,19-02-2015,rolls/buns
4827,27-11-2015,pip fruit
3361,28-06-2015,beverages
4681,11-09-2015,cat food
4197,26-10-2015,yogurt
3701,22-01-2015,specialty chocolate
4195,01-10-2015,cream cheese 
3429,01-04-2015,coffee
2430,20-01-2015,sliced cheese
4330,08-04-2015,sparkling wine
1783,18-03-2015,rolls/buns
4025,04-11-2015,dental care
3399,19-07-2015,rolls/buns
4766,03-01-2015,margarine
3562,13-08-2015,soda
2447,21-01-2015,curd cheese
1396,22-07-2015,canned beer
4633,26-04-2015,rolls/buns
4695,05-01-2015,shopping bags
1706,14-08-2015,cat food
